Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,178,Congo,COG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,26832147,,26832147,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,180,Dem. Rep. of the Congo,COD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,16241366,,16241366,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,184,Cook Isds,COK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,69088,,69088,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,188,Costa Rica,CRI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,70205047,,70205047,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,90982812,,90982812,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,279312978,,279312978,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,196,Cyprus,CYP,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,10958900,,10958900,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,203,Czechia,CZE,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,120156152,,120156152,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,204,Benin,BEN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,8019402,,8019402,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,208,Denmark,DNK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,543651974,,543651974,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,212,Dominica,DMA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,4218988,,4218988,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,112692399,,112692399,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,236441524,,236441524,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,222,El Salvador,SLV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,52051775,,52051775,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,226,Equatorial Guinea,GNQ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,7275835,,7275835,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,231,Ethiopia,ETH,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,10143192,,10143192,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,232,Eritrea,ERI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,2101943,,2101943,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,233,Estonia,EST,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,26865397,,26865397,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,242,Fiji,FJI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,4473557,,4473557,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,234,Faeroe Isds,FRO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,916945,,916945,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,238,Falkland Isds (Malvinas),FLK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,10650,,10650,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,246,Finland,FIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,290642056,,290642056,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,260,Fr. South Antarctic Terr.,ATF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,239247,,239247,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,258,French Polynesia,PYF,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,9654754,,9654754,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,262,Djibouti,DJI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,2386697,,2386697,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,266,Gabon,GAB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,30504567,,30504567,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,268,Georgia,GEO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,15365956,,15365956,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,270,Gambia,GMB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,678696,,678696,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,138999888,,138999888,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,292,Gibraltar,GIB,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,15136291,,15136291,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,296,Kiribati,KIR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,65326,,65326,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,304,Greenland,GRL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,11137822,,11137822,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,308,Grenada,GRD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,5297574,,5297574,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,316,Guam,GUM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,1695344,,1695344,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,300,Greece,GRC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,98199999,,98199999,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,320,Guatemala,GTM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,98406481,,98406481,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,324,Guinea,GIN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,15305627,,15305627,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,328,Guyana,GUY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,25240914,,25240914,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,332,Haiti,HTI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,36228377,,36228377,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,334,Heard Island and McDonald Islands,HMD,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,88099,,88099,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,340,Honduras,HND,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,32050576,,32050576,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,348,Hungary,HUN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,241032188,,241032188,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,352,Iceland,ISL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,71296255,,71296255,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,852796614,,852796614,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,374306387,,374306387,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,368,Iraq,IRQ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,430490451,,430490451,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,372,Ireland,IRL,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,472034737,,472034737,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,308070370,,308070370,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,384,Côte d'Ivoire,CIV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,23611655,,23611655,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,388,Jamaica,JAM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,108779030,,108779030,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,186587940,,186587940,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,400,Jordan,JOR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,57870247,,57870247,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,60663210,,60663210,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,408,Dem. People's Rep. of Korea,PRK,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,20943016,,20943016,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,94282141,,94282141,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,418,Lao People's Dem. Rep.,LAO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,3017478,,3017478,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,417,Kyrgyzstan,KGZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,5747280,,5747280,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,426,Lesotho,LSO,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,179736,,179736,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,197538850,,197538850,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,428,Latvia,LVA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,21692292,,21692292,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,430,Liberia,LBR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,4276580,,4276580,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,434,Libya,LBY,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,231369538,,231369538,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,440,Lithuania,LTU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,36509300,,36509300,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,442,Luxembourg,LUX,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,62283950,,62283950,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,446,"China, Macao SAR",MAC,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,13119220,,13119220,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,450,Madagascar,MDG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,61519507,,61519507,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,454,Malawi,MWI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,3907584,,3907584,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,458,Malaysia,MYS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,694515246,,694515246,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,462,Maldives,MDV,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,10050882,,10050882,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,466,Mali,MLI,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,6254925,,6254925,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,470,Malta,MLT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,40385328,,40385328,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,480,Mauritius,MUS,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,4855090,,4855090,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,478,Mauritania,MRT,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,2572008,,2572008,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,970044803,,970044803,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,496,Mongolia,MNG,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,4301871,,4301871,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,498,Rep. of Moldova,MDA,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,2344541,,2344541,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,499,Montenegro,MNE,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,2582898,,2582898,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,500,Montserrat,MSR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,261318,,261318,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,329586114,,329586114,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,6933777,,6933777,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,516,Namibia,NAM,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,3831330,,3831330,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,520,Nauru,NRU,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,46261,,46261,0
H3,2009,2009,2009,5,0,0,X,124,Canada,CAN,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,TOTAL,All Commodities,-1,N/A,,-1,N/A,,,,137618123,,137618123,0
